timestamp,machine_id,product_code,cavity_id,operator_id,shift,material_batch,ambient_temp_C,melt_temp_C,injection_pressure_bar,hold_pressure_bar,cooling_time_s,cycle_time_s,material_moisture_pct,screw_speed_rpm,vibration_rms_g,energy_kwh,dimensional_deviation_mm,scrap,scrap_type,defects_count
2025-03-01 07:48:00,IM-03,PX-200,C2,O001,Early,BATCH-202507,18.28,233.62,1062.4,507.3,16.21,46.01,0.131,127.6,1.466,2.794,0.059,0,None,0
2025-03-01 07:54:00,IM-03,PX-100,C1,O001,Early,BATCH-202508,16.76,229.89,1081.9,690.2,22.49,41.62,0.169,122.0,2.439,3.31,-0.081,0,None,0
2025-03-01 08:00:00,IM-04,PX-200,C5,O008,Early,BATCH-202504,25.4,236.05,1045.4,709.1,21.86,42.03,0.214,121.4,2.577,2.584,-0.003,0,None,0
2025-03-01 08:06:00,IM-03,PX-200,C3,O002,Early,BATCH-202504,20.32,252.91,991.2,554.8,19.51,39.65,0.187,128.6,1.874,2.996,-0.056,0,None,0
2025-03-01 08:12:00,IM-01,PX-200,C3,O010,Early,BATCH-202507,21.2,237.2,1035.1,660.6,21.4,37.74,0.246,109.7,1.854,3.409,0.047,0,None,0
2025-03-01 08:18:00,IM-02,PX-100,C8,O010,Early,BATCH-202510,16.73,233.12,922.0,677.1,,39.53,0.123,140.3,1.685,2.653,-0.02,0,None,0
2025-03-01 08:24:00,IM-02,PX-100,C6,O007,Early,BATCH-202505,19.37,240.53,1232.2,645.6,19.91,38.54,0.205,95.4,1.475,2.796,-0.008,0,None,0
2025-03-01 08:30:00,IM-05,PX-100,C3,O007,Early,BATCH-202508,21.33,237.9,951.2,602.6,21.69,44.96,0.118,137.5,2.284,3.721,-0.006,1,SinkMark,6
2025-03-01 08:36:00,IM-03,PX-200,C7,O011,Early,BATCH-202507,17.55,237.52,,711.0,18.61,37.2,0.185,119.5,2.458,3.066,0.019,0,None,0
2025-03-01 08:42:00,IM-04,PX-100,C6,O014,Early,BATCH-202505,22.13,238.64,1014.8,625.8,17.36,48.02,0.217,132.0,1.49,2.723,0.001,0,None,0
2025-03-01 08:48:00,IM-04,PX-100,C3,O009,Early,BATCH-202508,19.2,247.34,1153.0,560.9,13.74,45.41,0.169,124.4,1.774,3.181,-0.002,0,None,0
2025-03-01 08:54:00,IM-02,PX-300,C5,O001,Early,BATCH-202511,20.12,228.21,1051.2,527.0,17.79,42.12,0.208,124.2,1.645,2.701,-0.031,0,None,0
2025-03-01 09:00:00,IM-04,PX-100,C6,O002,Early,BATCH-202505,19.19,237.84,951.1,725.7,20.06,42.03,0.132,126.7,1.656,2.352,-0.094,0,None,0
2025-03-01 09:06:00,IM-01,PX-200,C1,O014,Early,BATCH-202504,26.56,229.44,1150.3,687.0,20.36,39.52,0.097,129.7,2.218,3.38,-0.066,0,None,0
2025-03-01 09:12:00,IM-02,PX-300,C4,O001,Early,BATCH-202508,20.96,238.33,1108.5,655.3,19.26,43.24,0.208,116.1,1.344,2.514,0.044,0,None,0
2025-03-01 09:18:00,IM-04,PX-200,C7,O001,Early,BATCH-202504,17.83,,1093.1,623.6,,46.92,0.267,132.4,1.967,3.758,-0.018,0,None,0
2025-03-01 09:24:00,IM-03,PX-200,C3,O011,Early,BATCH-202504,23.47,232.5,1107.3,618.3,13.06,38.86,0.13,107.0,2.058,2.729,-0.039,0,None,0
2025-03-01 09:30:00,IM-04,PX-300,C6,O004,Early,BATCH-202508,17.34,233.23,1241.5,585.5,16.76,35.13,0.241,119.9,1.754,3.647,-0.084,0,None,0
2025-03-01 09:36:00,IM-02,PX-300,C4,O008,Early,BATCH-202507,21.63,240.85,1224.8,624.1,17.24,45.19,0.182,130.0,2.116,2.421,-0.102,0,None,0
2025-03-01 09:42:00,IM-04,PX-200,C6,O010,Early,BATCH-202505,15.12,240.51,995.1,522.8,,43.49,0.113,131.9,1.855,3.259,-0.041,0,None,0
2025-03-01 09:48:00,IM-01,PX-100,C8,O008,Early,BATCH-202508,17.02,227.53,1179.9,,19.55,36.99,0.123,125.5,2.23,3.075,0.054,0,None,0
2025-03-01 09:54:00,IM-03,PX-100,C2,O012,Early,BATCH-202509,21.59,235.33,1080.7,631.3,22.96,38.73,0.181,115.3,1.271,3.193,-0.033,0,None,0
2025-03-01 10:00:00,IM-02,PX-300,C2,O012,Early,BATCH-202504,23.22,230.74,1089.9,686.6,18.31,38.17,0.16,130.8,1.682,3.239,0.025,0,None,0
2025-03-01 10:06:00,IM-03,PX-300,C7,O011,Early,BATCH-202511,21.51,227.45,914.6,647.6,17.46,38.77,0.114,112.0,1.779,2.726,-0.035,0,None,0
2025-03-01 10:12:00,IM-01,PX-300,C3,O015,Early,BATCH-202511,20.65,233.7,1036.4,697.7,17.35,40.58,0.095,141.0,0.869,2.442,0.039,0,None,0
2025-03-01 10:18:00,IM-02,PX-200,C8,O009,Early,BATCH-202505,20.1,233.15,985.0,730.9,18.31,40.83,0.138,119.0,1.424,2.882,-0.02,0,None,0
2025-03-01 10:24:00,IM-03,PX-100,C1,O002,Early,BATCH-202508,16.56,249.56,,713.5,15.93,39.11,0.19,101.5,1.52,2.978,-0.073,0,None,0
2025-03-01 10:30:00,IM-03,PX-100,C5,O013,Early,BATCH-202507,18.84,237.6,1135.7,678.2,18.3,38.62,0.18,105.7,2.136,2.735,-0.015,0,None,0
2025-03-01 10:36:00,IM-03,PX-100,C6,O007,Early,BATCH-202508,19.62,226.73,,650.7,19.13,41.01,0.155,120.5,1.557,2.997,0.111,0,None,0
2025-03-01 10:42:00,IM-03,PX-200,C3,O012,Early,BATCH-202508,24.17,231.61,1048.2,591.2,18.52,42.79,0.19,121.7,1.518,3.015,0.108,0,None,0
2025-03-01 10:48:00,IM-05,PX-100,C2,O014,Early,BATCH-202506,22.03,241.13,1139.7,694.4,19.14,40.62,0.232,143.6,2.091,2.581,0.03,0,None,0
2025-03-01 10:54:00,IM-05,PX-100,C8,O004,Early,BATCH-202511,15.71,247.53,1035.1,750.8,19.08,47.25,0.2,107.5,1.239,3.038,-0.007,0,None,0
2025-03-01 11:00:00,IM-02,PX-300,C2,O003,Early,BATCH-202509,21.97,225.48,1108.3,670.5,13.57,44.33,0.174,120.5,1.08,2.806,0.019,0,None,0
2025-03-01 11:06:00,IM-02,PX-100,C6,O012,Early,BATCH-202505,19.84,223.72,1078.1,765.0,19.59,34.88,0.226,107.3,1.679,2.655,0.02,0,None,0
2025-03-01 11:12:00,IM-03,PX-300,C6,O004,Early,BATCH-202508,18.97,246.23,1077.3,558.5,16.32,44.4,0.132,114.1,1.299,3.176,-0.001,0,None,0
2025-03-01 11:18:00,IM-01,PX-100,C8,O004,Early,BATCH-202504,22.84,237.34,1028.3,580.8,15.26,44.77,0.169,140.2,1.312,2.628,0.028,0,None,0
2025-03-01 11:24:00,IM-02,PX-300,C8,O003,Early,BATCH-202504,24.09,229.79,952.7,,15.24,40.09,0.17,106.4,2.006,2.74,0.014,0,None,0
2025-03-01 11:30:00,IM-01,PX-100,C6,O009,Early,BATCH-202506,23.79,238.21,960.3,665.9,19.08,35.32,0.118,127.0,2.112,2.925,-0.018,0,None,0
2025-03-01 11:36:00,IM-01,PX-100,C7,O008,Early,BATCH-202504,18.48,219.19,1106.7,728.8,17.44,42.08,0.159,124.7,2.082,3.381,-0.071,0,None,0
2025-03-01 11:42:00,IM-03,PX-200,C4,O014,Early,BATCH-202508,20.07,235.02,1051.6,649.1,13.8,42.01,0.076,119.7,2.194,2.967,-0.026,0,None,0
2025-03-01 11:48:00,IM-02,PX-300,C5,O012,Early,BATCH-202505,21.99,236.97,1038.9,597.9,19.2,37.0,0.276,126.2,2.24,3.085,0.049,0,None,0
2025-03-01 11:54:00,IM-01,PX-100,C6,O010,Early,BATCH-202506,23.93,240.55,1016.1,637.2,14.4,35.52,0.133,106.1,1.061,2.796,-0.001,0,None,0
2025-03-01 12:00:00,IM-04,PX-200,C7,O014,Early,BATCH-202509,19.56,228.92,1025.6,558.0,18.35,41.65,0.259,139.9,1.964,2.873,0.019,0,None,0
2025-03-01 12:06:00,IM-04,PX-300,C8,O012,Early,BATCH-202510,20.44,235.51,1133.8,582.3,18.6,41.0,0.182,143.1,1.621,2.883,-0.016,0,None,0
2025-03-01 12:12:00,IM-04,PX-100,C6,O012,Early,BATCH-202506,17.68,229.45,1023.2,708.3,20.21,40.17,0.208,120.6,1.545,3.003,-0.062,0,None,0
2025-03-01 12:18:00,IM-02,PX-300,C3,O002,Early,BATCH-202511,17.41,236.53,942.7,702.4,22.45,41.68,0.156,149.1,2.002,2.796,-0.013,0,None,0
2025-03-01 12:24:00,IM-01,PX-100,C1,O003,Early,BATCH-202507,23.44,229.63,1109.5,671.8,14.59,37.09,0.19,115.2,1.201,3.369,-0.06,1,Warpage,4
2025-03-01 12:30:00,IM-01,PX-100,C4,O013,Early,BATCH-202507,25.07,232.55,1033.6,546.7,17.87,40.1,,124.8,1.194,2.769,-0.064,0,None,0
2025-03-01 12:36:00,IM-02,PX-100,C8,O010,Early,BATCH-202505,20.78,229.03,1052.5,628.5,17.31,44.45,0.213,137.2,2.028,2.302,0.074,0,None,0
2025-03-01 12:42:00,IM-01,PX-100,C5,O007,Early,BATCH-202511,24.01,238.91,1178.6,576.5,19.08,40.48,0.219,114.5,1.977,3.86,-0.024,0,None,0
2025-03-01 12:48:00,IM-04,PX-100,C4,O005,Early,BATCH-202511,22.08,240.15,1048.4,720.6,18.54,34.53,0.162,103.4,1.855,2.785,-0.043,0,None,0
2025-03-01 12:54:00,IM-05,PX-100,C7,O001,Early,BATCH-202505,19.06,233.59,1073.1,615.0,17.12,39.93,0.156,100.7,1.499,3.36,0.098,0,None,0
2025-03-01 13:00:00,IM-04,PX-100,C8,O001,Early,BATCH-202510,22.08,235.23,955.7,584.9,16.9,37.24,0.1,144.7,2.067,3.392,0.05,0,None,0
2025-03-01 13:06:00,IM-04,PX-200,C6,O012,Early,BATCH-202506,25.61,226.31,1032.4,651.8,15.21,43.26,0.206,113.7,2.045,3.231,-0.021,0,None,0
2025-03-01 13:12:00,IM-03,PX-200,C1,O008,Early,BATCH-202508,20.89,233.2,1098.8,611.6,20.47,43.49,0.234,117.8,1.837,2.831,0.027,0,None,0
2025-03-01 13:18:00,IM-04,PX-200,C6,O006,Early,BATCH-202508,25.69,234.7,925.6,739.0,19.15,34.59,0.261,106.6,1.395,3.0,-0.013,0,None,0
2025-03-01 13:24:00,IM-05,PX-100,C8,O004,Early,BATCH-202507,13.14,250.72,1066.1,605.9,20.29,45.47,0.195,131.4,1.659,2.454,-0.04,0,None,0
2025-03-01 13:30:00,IM-03,PX-300,C2,O003,Early,BATCH-202505,23.47,228.33,1058.1,566.0,17.22,37.06,0.142,110.6,2.101,3.597,0.03,0,None,0
2025-03-01 13:36:00,IM-01,PX-100,C7,O013,Early,BATCH-202510,21.26,243.79,1053.3,520.8,,49.08,0.095,114.1,2.272,2.602,-0.018,0,None,0
2025-03-01 13:42:00,IM-01,PX-100,C6,O009,Early,BATCH-202505,20.1,240.98,1133.0,648.2,15.3,41.84,0.232,123.6,1.693,2.811,0.006,1,ShortShot,3
2025-03-01 13:48:00,IM-03,PX-200,C3,O009,Early,BATCH-202508,21.28,236.68,1076.8,616.3,18.9,36.45,0.09,107.2,1.72,2.935,0.063,0,None,0
2025-03-01 13:54:00,IM-02,PX-200,C3,O012,Early,BATCH-202507,15.04,245.55,1168.2,564.3,15.4,36.92,0.163,117.9,1.751,2.862,0.056,0,None,0
2025-03-01 14:00:00,IM-05,PX-100,C7,O004,Late,BATCH-202508,20.34,237.23,970.5,,22.62,43.63,0.169,136.8,1.904,2.67,-0.031,0,None,0
2025-03-01 14:06:00,IM-03,PX-100,C1,O011,Late,BATCH-202508,22.07,237.33,1060.9,690.0,14.73,40.3,0.177,125.1,1.605,3.388,0.031,0,None,0
2025-03-01 14:12:00,IM-03,PX-300,C6,O008,Late,BATCH-202506,25.43,234.68,1056.8,648.3,18.68,41.63,0.182,121.6,0.795,3.233,-0.066,0,None,0
2025-03-01 14:18:00,IM-01,PX-200,C3,O004,Late,BATCH-202505,19.45,242.34,964.5,731.9,21.92,49.32,0.187,122.6,,3.013,0.029,0,None,0
2025-03-01 14:24:00,IM-02,PX-100,C3,O008,Late,BATCH-202506,18.57,241.58,1126.5,689.8,19.5,38.92,0.059,115.3,2.437,2.76,0.011,0,None,0
2025-03-01 14:30:00,IM-02,PX-300,C6,O007,Late,BATCH-202506,19.49,231.25,1236.0,600.6,18.44,42.34,0.181,144.0,1.594,3.272,0.024,0,None,0
2025-03-01 14:36:00,IM-04,PX-100,C4,O014,Late,BATCH-202508,23.75,227.08,1048.6,587.6,15.58,48.46,,110.3,1.435,2.737,-0.016,0,None,0
2025-03-01 14:42:00,IM-02,PX-200,C1,O012,Late,BATCH-202507,21.99,233.78,1090.4,699.1,14.55,43.29,,122.5,1.761,3.45,0.127,0,None,0
2025-03-01 14:48:00,IM-05,PX-100,C7,O006,Late,BATCH-202508,19.41,230.2,1056.8,673.8,19.93,34.84,0.152,121.4,1.743,2.939,-0.052,0,None,0
2025-03-01 14:54:00,IM-03,PX-100,C8,O007,Late,BATCH-202509,22.54,234.62,992.9,660.2,21.77,44.35,0.072,132.1,2.157,3.33,0.06,0,None,0
2025-03-01 15:00:00,IM-03,PX-100,C4,O006,Late,BATCH-202507,21.29,242.42,904.3,599.2,16.9,36.84,0.139,133.2,1.828,2.86,-0.06,0,None,0
2025-03-01 15:06:00,IM-05,PX-200,C8,O011,Late,BATCH-202510,23.91,232.26,993.5,686.5,15.15,48.4,0.151,119.6,1.532,2.925,0.032,0,None,0
2025-03-01 15:12:00,IM-05,PX-100,C3,O012,Late,BATCH-202505,18.89,234.74,938.6,604.7,11.85,38.37,0.24,123.5,1.348,3.329,0.036,0,None,0
2025-03-01 15:18:00,IM-01,PX-200,C7,O006,Late,BATCH-202509,20.02,235.35,1186.3,643.9,15.55,55.44,0.19,123.9,2.112,3.668,0.005,0,None,0
2025-03-01 15:24:00,IM-04,PX-300,C7,O014,Late,BATCH-202509,19.82,240.09,1040.8,736.8,17.72,48.68,0.197,92.7,,3.446,-0.028,1,ShortShot,4
2025-03-01 15:30:00,IM-01,PX-200,C6,O007,Late,BATCH-202509,16.61,221.52,1022.3,610.3,22.0,38.49,0.239,100.9,2.181,3.207,0.01,1,ShortShot,3
2025-03-01 15:36:00,IM-02,PX-100,C7,O004,Late,BATCH-202504,21.89,231.36,1121.1,555.6,19.68,42.17,0.175,112.7,1.471,3.106,0.018,0,None,0
2025-03-01 15:42:00,IM-01,PX-100,C5,O012,Late,BATCH-202505,21.78,236.27,960.3,586.8,18.76,45.47,0.218,113.3,2.453,2.723,0.109,1,ShortShot,6
2025-03-01 15:48:00,IM-03,PX-100,C6,O005,Late,BATCH-202508,21.02,242.2,988.7,709.7,17.0,45.6,0.214,105.6,1.2,3.003,-0.05,0,None,0
2025-03-01 15:54:00,IM-02,PX-100,C5,O009,Late,BATCH-202507,20.3,232.05,1055.4,665.3,16.54,44.07,0.116,129.0,2.058,2.58,-0.031,0,None,0
2025-03-01 16:00:00,IM-03,PX-300,C4,O002,Late,BATCH-202509,16.75,223.74,1132.3,642.3,21.51,47.71,0.254,120.0,1.142,3.032,0.019,0,None,0
2025-03-01 16:06:00,IM-03,PX-300,C2,O009,Late,BATCH-202504,19.74,238.72,1090.1,619.5,18.5,41.53,0.109,117.4,1.533,3.054,-0.013,0,None,0
2025-03-01 16:12:00,IM-03,PX-100,C6,O005,Late,BATCH-202509,19.97,231.19,1069.9,679.1,12.74,40.43,0.226,104.9,2.357,2.214,-0.004,0,None,0
2025-03-01 16:18:00,IM-02,PX-100,C2,O010,Late,BATCH-202507,18.59,227.86,1056.2,599.1,16.32,40.52,0.104,119.5,2.101,2.914,0.066,0,None,0
2025-03-01 16:24:00,IM-04,PX-300,C1,O001,Late,BATCH-202510,20.52,231.25,1082.0,668.3,15.85,45.95,0.21,88.5,1.619,3.045,-0.167,0,None,0
2025-03-01 16:30:00,IM-03,PX-200,C5,O011,Late,BATCH-202507,22.21,233.89,1066.1,606.1,,43.73,0.273,118.0,1.629,2.871,-0.034,0,None,0
2025-03-01 16:36:00,IM-02,PX-200,C8,O007,Late,BATCH-202510,26.66,,967.6,596.1,19.41,43.4,0.169,120.8,1.846,3.025,-0.102,0,None,0
2025-03-01 16:42:00,IM-05,PX-100,C7,O005,Late,BATCH-202504,21.52,221.77,1053.7,611.8,17.73,45.66,0.167,122.9,1.991,2.43,-0.07,0,None,0
2025-03-01 16:48:00,IM-02,PX-100,C5,O003,Late,BATCH-202511,21.77,240.38,964.1,627.5,17.81,32.86,0.211,101.2,,2.628,0.146,0,None,0
2025-03-01 16:54:00,IM-03,PX-300,C4,O003,Late,BATCH-202504,20.78,242.65,1056.5,647.1,21.28,43.48,0.164,122.7,1.651,3.262,0.038,0,None,0
2025-03-01 17:00:00,IM-03,PX-100,C7,O001,Late,BATCH-202511,15.24,238.91,1011.5,664.1,16.26,43.07,0.271,107.5,1.247,2.9,0.059,0,None,0
2025-03-01 17:06:00,IM-01,PX-300,C6,O007,Late,BATCH-202505,20.92,228.17,1253.2,450.0,22.66,49.6,0.19,110.3,1.866,3.019,-0.003,1,Warpage,2
2025-03-01 17:12:00,IM-02,PX-100,C3,O014,Late,BATCH-202506,21.18,233.79,1046.8,601.5,16.32,35.21,0.164,128.6,1.651,2.709,0.048,0,None,0
2025-03-01 17:18:00,IM-04,PX-300,C1,O002,Late,BATCH-202509,28.39,234.96,937.7,626.5,18.22,49.1,0.153,144.2,1.356,2.907,-0.104,0,None,0
2025-03-01 17:24:00,IM-01,PX-200,C4,O008,Late,BATCH-202504,20.42,238.59,1039.3,740.3,17.3,42.43,0.133,120.6,1.916,2.094,0.065,0,None,0
2025-03-01 17:30:00,IM-02,PX-100,C2,O014,Late,BATCH-202509,21.9,239.01,1091.5,585.2,18.31,44.29,0.149,110.2,1.737,3.196,-0.047,0,None,0
2025-03-01 17:36:00,IM-03,PX-100,C6,O004,Late,BATCH-202506,20.9,230.59,,659.8,19.11,49.63,0.162,122.3,1.919,3.533,-0.03,0,None,0
2025-03-01 17:42:00,IM-03,PX-200,C3,O004,Late,BATCH-202506,17.49,235.49,1002.8,739.7,19.08,44.62,0.156,131.3,1.499,2.527,0.033,0,None,0
2025-03-01 17:48:00,IM-04,PX-100,C7,O013,Late,BATCH-202506,24.43,237.74,923.4,571.2,16.12,43.9,0.147,127.5,1.982,2.571,0.021,0,None,0
2025-03-01 17:54:00,IM-04,PX-200,C1,O011,Late,BATCH-202510,23.26,243.73,1115.3,673.6,15.19,43.19,0.285,152.9,1.351,3.054,0.007,0,None,0
2025-03-01 18:00:00,IM-02,PX-100,C6,O005,Late,BATCH-202506,23.37,239.23,939.6,601.9,24.26,39.92,0.128,111.4,1.522,3.416,-0.079,0,None,0
2025-03-01 18:06:00,IM-04,PX-100,C3,O009,Late,BATCH-202504,18.27,239.73,1015.1,619.7,16.79,41.97,0.187,123.0,1.727,2.899,0.008,0,None,0
2025-03-01 18:12:00,IM-04,PX-200,C2,O015,Late,BATCH-202509,25.21,235.5,1029.4,601.8,19.75,38.88,0.21,138.6,2.422,2.47,0.06,0,None,0
2025-03-01 18:18:00,IM-02,PX-200,C4,O007,Late,BATCH-202507,16.79,243.46,1044.4,606.1,13.98,41.9,0.212,137.8,2.087,2.827,-0.029,0,None,0
2025-03-01 18:24:00,IM-05,PX-100,C4,O003,Late,BATCH-202509,22.76,237.46,1105.1,813.3,17.3,31.59,0.177,96.6,2.189,2.54,0.081,0,None,0
2025-03-01 18:30:00,IM-04,PX-100,C5,O004,Late,BATCH-202509,27.57,229.83,995.3,700.7,17.68,44.03,0.168,120.0,2.308,2.666,-0.05,0,None,0
2025-03-01 18:36:00,IM-02,PX-200,C6,O009,Late,BATCH-202504,18.03,243.42,1028.1,716.1,19.18,41.55,0.203,137.8,3.074,2.794,0.003,1,Burr,6
2025-03-01 18:42:00,IM-03,PX-200,C7,O001,Late,BATCH-202504,19.3,239.19,1048.9,679.5,11.19,40.59,0.193,154.7,1.827,2.575,0.095,0,None,0
2025-03-01 18:48:00,IM-04,PX-100,C8,O008,Late,BATCH-202508,21.3,232.34,1062.0,553.6,18.42,43.09,0.167,128.4,2.31,2.628,-0.038,0,None,0
2025-03-01 18:54:00,IM-02,PX-100,C4,O008,Late,BATCH-202508,19.49,232.12,1057.8,673.7,15.13,35.65,0.102,115.6,2.167,2.926,0.066,0,None,0
2025-03-01 19:00:00,IM-04,PX-100,C5,O014,Late,BATCH-202505,16.35,236.78,1084.9,714.4,18.81,50.79,0.157,107.9,2.162,2.975,0.121,0,None,0
2025-03-01 19:06:00,IM-03,PX-200,C4,O013,Late,BATCH-202506,21.21,237.78,1117.5,598.8,15.41,41.64,0.123,146.6,,2.402,0.013,0,None,0
2025-03-01 19:12:00,IM-03,PX-200,C1,O007,Late,BATCH-202506,17.81,236.18,1081.4,707.9,15.86,41.45,0.147,128.7,1.666,3.039,-0.029,0,None,0
2025-03-01 19:18:00,IM-01,PX-100,C6,O013,Late,BATCH-202508,22.42,236.87,1086.3,692.3,17.32,37.76,0.182,109.8,1.639,2.766,-0.044,0,None,0
2025-03-01 19:24:00,IM-02,PX-200,C7,O006,Late,BATCH-202507,18.24,245.2,923.4,761.1,15.37,42.22,0.198,117.6,1.925,3.152,0.081,0,None,0
2025-03-01 19:30:00,IM-02,PX-100,C2,O007,Late,BATCH-202505,25.65,241.43,1054.0,624.9,16.81,48.35,0.269,123.7,1.75,3.173,0.079,0,None,0
2025-03-01 19:36:00,IM-04,PX-200,C6,O010,Late,BATCH-202509,18.65,236.14,1088.4,584.1,15.02,46.77,0.153,126.5,1.925,2.709,0.09,0,None,0
2025-03-01 19:42:00,IM-03,PX-100,C6,O004,Late,BATCH-202507,20.03,240.65,1108.3,628.3,13.42,45.95,0.219,109.2,2.361,3.115,0.001,0,None,0
2025-03-01 19:48:00,IM-01,PX-200,C3,O004,Late,BATCH-202508,23.44,228.8,994.6,736.1,20.54,44.57,0.195,112.6,1.646,2.607,0.065,0,None,0
2025-03-01 19:54:00,IM-02,PX-200,C2,O005,Late,BATCH-202509,17.31,237.39,997.3,540.3,14.76,40.5,0.245,100.2,1.707,3.363,-0.0,0,None,0
2025-03-01 20:00:00,IM-02,PX-300,C2,O004,Late,BATCH-202507,21.68,245.86,1004.1,525.9,17.55,35.59,0.209,132.5,1.875,2.62,-0.05,0,None,0
2025-03-01 20:06:00,IM-04,PX-300,C5,O004,Late,BATCH-202506,24.92,233.69,1092.9,655.4,19.88,41.21,0.13,115.9,1.734,3.023,0.07,0,None,0
2025-03-01 20:12:00,IM-04,PX-200,C5,O009,Late,BATCH-202511,16.18,229.91,1132.7,623.4,16.46,41.05,0.094,125.6,1.144,2.834,0.101,0,None,0
2025-03-01 20:18:00,IM-02,PX-300,C1,O006,Late,BATCH-202511,21.55,231.09,,650.5,15.94,46.83,0.196,137.1,1.611,2.544,-0.058,0,None,0
2025-03-01 20:24:00,IM-01,PX-100,C3,O014,Late,BATCH-202508,21.78,228.46,1122.6,706.7,18.57,43.51,0.154,122.6,2.055,3.215,-0.059,0,None,0
2025-03-01 20:30:00,IM-02,PX-100,C4,O003,Late,BATCH-202509,23.35,230.29,1059.9,616.8,20.79,49.37,0.131,118.6,2.318,2.685,0.005,0,None,0
2025-03-01 20:36:00,IM-02,PX-300,C4,O003,Late,BATCH-202507,17.29,232.78,1040.1,537.6,15.08,47.51,0.117,122.3,1.41,2.305,0.06,0,None,0
2025-03-01 20:42:00,IM-04,PX-300,C2,O010,Late,BATCH-202505,17.04,226.57,1033.1,772.7,17.62,40.06,0.188,120.8,1.409,1.891,-0.065,0,None,0
2025-03-01 20:48:00,IM-01,PX-200,C8,O008,Late,BATCH-202505,22.57,235.09,1109.7,590.2,13.67,34.04,0.255,135.0,,2.594,0.017,0,None,0
2025-03-01 20:54:00,IM-02,PX-100,C6,O003,Late,BATCH-202504,21.89,240.41,1076.0,586.5,17.02,48.35,0.16,123.7,1.088,3.382,-0.032,0,None,0
